Q_Mean,P_Mean,Variance;Measured_real;Measured_imag
0.850886,-1.20554,-1.20554;-2.16124;1
-0.0180539,-1.02099,-1.02099;-1.14108;1
0.121387,1.91114,1.91114;3.64723;1
-0.610246,-0.0720879,-0.0720879;-3.41191;0
1.35858,1.54194,1.54194;0.684902;0
1.55068,0.572103,0.572103;-1.02148;1
-0.829294,0.0561736,0.0561736;-1.20212;1
-1.50598,-0.525399,-0.525399;-1.36091;1
-0.10928,-1.84862,-1.84862;-1.31779;1
0.87805,-0.774847,-0.774847;-0.803697;1
-0.571803,-0.906092,-0.906092;-0.410602;0
-0.144069,-0.665937,-0.665937;3.15115;0
-1.37949,0.679252,0.679252;-0.903381;0
-0.0825084,0.726006,0.726006;1.53536;1
0.586966,-2.22231,-2.22231;-2.02023;1
0.247688,0.196923,0.196923;-0.774922;1
0.16889,-0.276368,-0.276368;0.560924;1
1.14085,-0.856243,-0.856243;1.85677;0
0.308204,-1.11847,-1.11847;-1.52838;1
-0.463,-0.549093,-0.549093;0.155411;0
-0.58021,1.06011,1.06011;-1.22405;0
-1.23359,2.31894,2.31894;-1.18513;0
-0.789672,0.825063,0.825063;-2.65354;0
0.174935,-0.576518,-0.576518;0.124133;0
-0.89831,0.757241,0.757241;1.08998;1
-0.0631809,-0.74145,-0.74145;-2.83593;0
-1.00445,2.07042,2.07042;1.9652;1
-0.0580489,-0.978675,-0.978675;-0.425538;1
-0.762668,-1.06842,-1.06842;0.400741;0
-0.341452,1.59355,1.59355;0.244891;0
1.47388,-0.231906,-0.231906;0.223182;0
0.475387,0.941573,0.941573;1.52758;0
-1.17468,0.166971,0.166971;-1.8556;0
1.02309,0.0872856,0.0872856;2.03733;1
1.55293,-0.720166,-0.720166;2.04172;0
0.147947,-0.749991,-0.749991;0.807992;0
-0.380816,0.706811,0.706811;-1.50985;0
0.397174,-1.11897,-1.11897;-0.492037;0
-0.593867,-0.965148,-0.965148;0.156138;0
-0.236302,0.58999,0.58999;-0.106281;1
-0.280548,-0.666022,-0.666022;0.693661;0
0.431889,-0.436177,-0.436177;2.29392;0
0.522819,0.0189233,0.0189233;0.0799274;0
0.627939,0.546912,0.546912;-1.04544;1
0.804925,-1.98388,-1.98388;-5.09191;1
-0.781494,-0.921029,-0.921029;-3.26749;1
-0.312743,-0.529794,-0.529794;1.66967;0
-1.94316,1.17885,1.17885;-3.04936;0
-0.482467,-0.252555,-0.252555;0.278886;0
1.13899,0.089361,0.089361;0.031332;1
-0.91087,0.0071118,0.0071118;-0.567694;0
1.32492,-0.914965,-0.914965;1.17415;1
1.31631,-0.372768,-0.372768;2.56721;0
1.77576,0.772098,0.772098;1.21812;1
-0.537364,-1.19595,-1.19595;-2.54807;1
0.889336,1.39885,1.39885;2.97797;1
-2.59622,1.97313,1.97313;0.831844;1
1.00587,1.45326,1.45326;3.26611;0
1.30377,0.71538,0.71538;1.55182;1
-1.14987,0.230067,0.230067;0.292759;1
-0.858328,-0.739968,-0.739968;1.86434;1
-0.417924,-0.869558,-0.869558;-0.699451;0
-0.283825,1.91624,1.91624;1.72999;1
-1.41895,-1.68543,-1.68543;-0.506946;0
-0.111034,-0.418466,-0.418466;1.71069;1
-0.458492,0.50738,0.50738;0.0137184;0
0.16667,0.732845,0.732845;1.49846;0
1.56545,-0.75165,-0.75165;3.20329;0
-0.326486,-0.330478,-0.330478;0.351399;1
-0.774729,-0.445715,-0.445715;0.531798;1
0.628688,-0.431789,-0.431789;2.25859;0
-0.848479,-0.28849,-0.28849;0.493178;1
-1.87995,-0.944202,-0.944202;-1.12457;0
0.422626,-0.251543,-0.251543;0.274107;1
1.5308,1.05096,1.05096;0.977945;0
1.47364,0.664861,0.664861;0.937484;0
0.208558,0.0934541,0.0934541;2.1586;0
0.888994,-0.859771,-0.859771;0.00705595;1
-0.147191,-1.33404,-1.33404;1.93466;0
-1.30298,-0.720708,-0.720708;-0.308625;0
0.120922,-1.81021,-1.81021;-3.25894;1
0.790214,-0.0731984,-0.0731984;-0.280713;1
-0.44065,-0.41276,-0.41276;0.509129;1
-0.273184,0.646496,0.646496;-1.41894;0
-0.316032,1.13191,1.13191;2.34545;1
0.439734,-1.45339,-1.45339;-1.18933;1
0.947785,-0.854789,-0.854789;1.59149;0
-0.683747,0.20732,0.20732;0.0414791;1
-0.0138709,1.60315,1.60315;-0.23544;1
0.883506,-0.234471,-0.234471;1.65631;1
1.19567,0.525427,0.525427;4.3602;1
0.0764725,-0.255128,-0.255128;-0.0155971;0
-0.707449,0.657508,0.657508;0.0476932;1
-0.957494,0.62128,0.62128;0.409235;1
-0.929565,-0.0102038,-0.0102038;-2.52358;0
0.974411,0.0469056,0.0469056;0.443886;0
-0.635885,0.401975,0.401975;0.894705;0
0.986388,0.399678,0.399678;-1.43414;1
0.137909,0.426569,0.426569;0.368092;0
0.700142,-0.0995299,-0.0995299;-2.11666;1
-0.115958,-0.319685,-0.319685;-1.03357;0
-1.40044,1.04824,1.04824;-1.32191;0
1.1813,0.291659,0.291659;2.09896;0
-1.70922,0.63944,0.63944;-3.06831;0
-0.496469,0.303329,0.303329;1.69075;1
0.771183,-0.323512,-0.323512;-0.874298;1
1.07169,-0.733995,-0.733995;0.885669;0
-0.157075,1.25058,1.25058;-0.361164;0
1.20315,-1.43153,-1.43153;1.93275;0
1.446,-1.21857,-1.21857;0.61915;0
2.75585,1.7552,1.7552;1.55984;1
0.872442,-0.476159,-0.476159;0.0618981;0
-0.0721401,0.358904,0.358904;3.23676;0
-0.0853636,0.0770215,0.0770215;0.250197;0
1.07559,1.16481,1.16481;-0.426989;1
0.524345,-0.634988,-0.634988;-0.695292;1
0.138854,-0.661462,-0.661462;0.488304;1
-0.00743037,1.02571,1.02571;1.1751;1
-1.1466,0.585091,0.585091;0.545222;0
0.13766,0.257148,0.257148;-1.80107;1
-0.455403,-0.37067,-0.37067;-1.42335;0
0.55489,0.161862,0.161862;0.844563;0
0.331603,0.424265,0.424265;3.21088;1
0.100221,0.545615,0.545615;-0.717101;1
-0.317541,-0.0134976,-0.0134976;-0.9232;1
1.02316,0.544258,0.544258;-0.328141;0
0.593817,0.303698,0.303698;0.65717;0
-0.853444,-0.919963,-0.919963;-0.458383;0
1.7358,-0.119032,-0.119032;0.483567;0
1.68951,1.0421,1.0421;1.57577;0
-0.838158,0.537834,0.537834;-2.90999;0
-2.44883,-1.06076,-1.06076;-2.92119;0
0.0681128,-0.572118,-0.572118;2.79988;0
0.304282,1.5717,1.5717;-2.30702;0
-2.1969,1.87391,1.87391;-4.12566;0
1.0699,-0.732647,-0.732647;2.8132;0
1.57073,-1.0598,-1.0598;-0.814185;1
-0.796299,-0.540466,-0.540466;-0.520388;1
-0.928977,1.27437,1.27437;1.72097;1
-0.744328,-0.37436,-0.37436;-0.287853;0
-0.915731,0.757391,0.757391;-2.21598;0
-9.03269e-05,0.388879,0.388879;1.283;1
0.114461,0.235806,0.235806;-1.44448;1
0.396982,-1.46573,-1.46573;1.18116;1
-0.0780288,1.6323,1.6323;-2.40443;0
0.556901,0.0989019,0.0989019;-1.67746;1
1.74036,-0.151705,-0.151705;-0.835425;1
1.08054,-1.17119,-1.17119;-1.39759;1
-0.12461,-0.749752,-0.749752;-1.88957;0
-0.453698,-0.517839,-0.517839;0.364884;0
0.18496,1.12924,1.12924;1.02252;0
1.37436,-0.354904,-0.354904;-0.442763;1
-0.24758,2.66841,2.66841;-2.35102;0
0.228864,-0.67014,-0.67014;-0.651368;1
0.690835,-0.135169,-0.135169;2.45612;0
1.37127,-0.54992,-0.54992;2.35225;0
-0.105095,0.197334,0.197334;0.0182656;1
0.728946,-2.24448,-2.24448;-1.87365;1
0.888172,0.0980471,0.0980471;-1.09505;0
-0.259344,2.07049,2.07049;-1.82897;0
0.187724,-1.09763,-1.09763;-0.368214;1
1.38455,-0.733363,-0.733363;0.141952;1
1.05756,1.25916,1.25916;1.24356;0
-0.745365,-0.0550838,-0.0550838;0.229758;1
0.262368,-1.56389,-1.56389;-2.73571;1
0.52562,-0.199401,-0.199401;-0.750483;0
0.0219637,-0.376243,-0.376243;0.444128;0
-1.50576,0.429999,0.429999;-1.04644;0
-0.717947,0.921615,0.921615;-0.349622;0
-0.607659,-1.92546,-1.92546;-0.940799;1
1.04053,-0.364189,-0.364189;0.914707;0
-0.645501,-0.618245,-0.618245;-0.815226;1
-0.0503854,0.64222,0.64222;-1.1674;0
0.253627,0.380648,0.380648;-3.04031;0
0.968794,-0.969496,-0.969496;2.42138;0
-1.22991,1.08127,1.08127;-0.323681;1
0.0305891,-0.235783,-0.235783;-1.94474;0
0.276004,0.337299,0.337299;0.117033;1
-1.50051,-2.08201,-2.08201;0.270723;1
-0.260995,0.965685,0.965685;1.1245;0
-1.04245,-0.00444535,-0.00444535;-0.278115;0
0.294099,0.566626,0.566626;-1.028;1
1.55852,0.713689,0.713689;0.700943;1
-0.230911,-0.653119,-0.653119;1.02626;0
-1.27849,0.286661,0.286661;0.604416;0
0.795557,-1.26661,-1.26661;1.04968;0
-0.867902,1.10527,1.10527;1.97763;1
-0.165091,-0.217041,-0.217041;-2.07731;1
0.089762,-0.686833,-0.686833;0.724801;1
-1.13706,-0.908232,-0.908232;-0.1317;0
0.25644,0.734744,0.734744;2.12071;1
0.661246,-1.5282,-1.5282;1.60309;0
1.13906,-1.06192,-1.06192;-1.16286;0
0.760503,-0.341938,-0.341938;0.5509;0
-0.557306,-0.376991,-0.376991;-2.14145;0
-0.908354,6.20168e-05,6.20168e-05;-1.15625;0
-0.665824,0.903304,0.903304;0.764051;1
0.0880179,1.42784,1.42784;0.405163;1
-0.0709617,-0.616069,-0.616069;1.67304;1
-1.12264,-1.27095,-1.27095;-1.38911;0
0.348555,0.990215,0.990215;2.43204;1
-0.0814434,-0.358986,-0.358986;-2.1993;1
0.0368304,0.0753289,0.0753289;2.22098;1
-0.0906378,-1.48724,-1.48724;-0.914814;0
0.258718,0.479498,0.479498;-1.34049;0
0.866709,0.142757,0.142757;0.959686;1
-0.509422,-0.509094,-0.509094;-0.547325;1
-0.668397,0.691332,0.691332;3.70352;0
1.97258,0.187469,0.187469;3.64346;0
0.320195,-0.0576723,-0.0576723;0.849537;0
0.415455,0.38398,0.38398;-0.653558;0
-1.58115,0.138681,0.138681;-3.35134;0
-0.149088,1.37771,1.37771;-0.468121;0
-0.0391574,-0.31114,-0.31114;-2.21285;1
-0.170961,0.642389,0.642389;0.170203;1
-1.87379,0.464074,0.464074;-1.34413;0
-0.660884,0.908835,0.908835;1.19393;1
-0.513557,-1.69947,-1.69947;-0.669501;0
0.670731,-1.39042,-1.39042;-2.72152;1
0.204533,1.42351,1.42351;2.44906;1
0.391039,1.36707,1.36707;0.372594;0
0.646022,-0.338761,-0.338761;0.0791857;0
0.555255,0.983844,0.983844;1.17879;1
1.54854,-1.39839,-1.39839;0.635518;1
-0.121098,1.20574,1.20574;1.287;1
0.626266,-0.704942,-0.704942;-0.634919;0
0.566314,0.29743,0.29743;1.57111;0
0.199802,-0.509026,-0.509026;-0.703147;0
0.424257,-0.211993,-0.211993;0.0162256;0
-0.673667,0.746552,0.746552;1.12795;0
-0.0529539,1.19599,1.19599;-0.436563;0
1.63178,0.0517363,0.0517363;1.26826;0
-0.493288,-1.25827,-1.25827;-0.929276;0
2.27517,-1.56038,-1.56038;-2.61445;1
0.317991,0.542245,0.542245;-0.0906167;0
1.00343,0.974142,0.974142;0.418513;0
0.435178,0.483483,0.483483;1.01688;1
-2.1146,1.05996,1.05996;-1.57158;1
0.601207,-1.35653,-1.35653;-2.17168;1
-1.04091,-0.908528,-0.908528;-3.87044;0
0.0905552,0.787732,0.787732;-1.92926;1
0.414875,0.111511,0.111511;-1.66629;0
0.557584,-0.0166691,-0.0166691;-1.46394;1
0.291085,1.4249,1.4249;0.639258;0
0.787808,1.0886,1.0886;0.74723;0
-0.0857251,0.816864,0.816864;-0.219756;1
0.0250349,-0.75503,-0.75503;1.46397;0
0.0424652,1.92436,1.92436;-0.990283;0
0.563445,-0.293228,-0.293228;-1.9017;1
0.494267,1.06517,1.06517;-1.17454;1
0.244841,-0.815127,-0.815127;0.0631049;0
-0.208617,-0.0108862,-0.0108862;-4.33121;1
-1.29968,0.0774168,0.0774168;-1.97247;0
0.350594,0.163925,0.163925;-1.16353;1
-1.07712,-1.2199,-1.2199;-2.30921;0
-0.933666,-1.17356,-1.17356;-0.0677584;0
-0.465801,0.134974,0.134974;-0.600041;1
-0.0349034,-0.950375,-0.950375;-0.64022;0
-0.524428,-0.472757,-0.472757;-2.16875;0
-0.614319,0.833673,0.833673;1.2212;1
0.253377,0.316794,0.316794;-0.366123;0
0.212678,-0.167126,-0.167126;-0.153868;0
2.62381,2.54221,2.54221;1.88498;1
0.00367562,-1.11311,-1.11311;-0.95247;1
-1.45066,-0.530577,-0.530577;-2.75216;1
-2.15043,-1.12057,-1.12057;0.389072;1
-0.604716,-0.488777,-0.488777;1.34746;1
1.00751,-1.05038,-1.05038;2.00708;0
-0.560488,-0.129395,-0.129395;-0.219375;1
-0.0298592,-0.790933,-0.790933;-0.00563286;1
-1.48326,0.470711,0.470711;1.93428;1
0.242588,1.16252,1.16252;-1.48133;0
-0.831002,-0.458603,-0.458603;-0.898582;1
1.44283,0.600943,0.600943;-0.140856;0
-0.234844,-0.445121,-0.445121;-0.666618;0
-0.617399,1.2776,1.2776;-0.995302;0
-0.461037,-0.507827,-0.507827;2.79202;1
0.0909462,-0.347961,-0.347961;1.00563;0
0.884509,0.637996,0.637996;1.45883;1
-0.0608262,0.118956,0.118956;-1.18529;1
0.842363,-0.426333,-0.426333;-1.6445;1
0.262116,1.5301,1.5301;0.184362;1
0.982034,-1.38637,-1.38637;-2.46667;1
0.286839,0.783447,0.783447;-0.498988;0
0.250292,0.468209,0.468209;0.588928;1
-0.875422,-0.484719,-0.484719;-1.00997;0
0.600054,1.59671,1.59671;2.6176;0
1.99876,-0.778528,-0.778528;-2.37209;1
0.317891,-0.255124,-0.255124;1.63863;0
1.20171,1.74555,1.74555;1.07487;1
1.04318,-1.28528,-1.28528;-0.385099;1
-1.58179,0.112599,0.112599;-1.64371;0
0.897459,-0.872465,-0.872465;-2.23462;1
-0.024106,0.698676,0.698676;2.02373;1
0.393131,-0.218895,-0.218895;1.41146;1
0.0506354,0.281448,0.281448;-0.41949;1
0.322316,0.640965,0.640965;0.815914;1
0.203979,-0.916059,-0.916059;-2.60538;1
-0.419526,-0.321561,-0.321561;-1.38144;0
-1.00073,-0.552334,-0.552334;-0.413768;0
0.788059,-2.01947,-2.01947;-2.75882;1
0.962509,0.333571,0.333571;1.72096;1
0.953097,2.26217,2.26217;0.379432;1
-0.752092,-1.03857,-1.03857;-1.8045;0
-0.873801,1.25178,1.25178;2.99646;1
1.20955,-0.122807,-0.122807;2.47666;0
-0.310245,-0.720297,-0.720297;-1.08015;1
1.56486,0.374861,0.374861;-1.3745;1
1.65121,1.8657,1.8657;1.29435;1
0.852657,1.32483,1.32483;0.471864;0
1.02076,-1.49566,-1.49566;-1.46515;1
-0.579433,0.273146,0.273146;0.734029;1
1.56534,1.83693,1.83693;2.21088;0
-0.571721,-0.705006,-0.705006;-1.53178;1
0.586793,-0.450101,-0.450101;-0.91982;1
-0.767675,0.45723,0.45723;0.546246;1
-0.92035,-1.27127,-1.27127;1.28131;1
1.1319,-1.99388,-1.99388;0.436507;0
-0.848161,-0.911789,-0.911789;-1.49083;0
-0.398999,-0.034436,-0.034436;-0.818574;0
0.227899,0.688001,0.688001;0.276154;0
-0.976529,1.20207,1.20207;0.149601;1
0.351223,-0.494136,-0.494136;-0.28587;0
-0.293319,1.20032,1.20032;-0.631152;0
2.10334,0.0890914,0.0890914;0.0811312;0
0.18217,0.643842,0.643842;0.701885;0
-0.807797,1.30396,1.30396;3.0441;1
0.561711,-1.28578,-1.28578;-1.55723;0
-1.10325,2.63796,2.63796;-1.1738;0
-2.60089,-0.648544,-0.648544;1.98056;1
0.367289,0.484712,0.484712;-0.847251;1
-0.111424,0.19852,0.19852;1.96149;0
-0.666818,-0.849288,-0.849288;-2.02758;1
1.60965,0.254996,0.254996;0.70937;1
0.146639,-0.606843,-0.606843;-1.05074;0
-0.819841,1.53488,1.53488;2.68247;1
0.864302,1.92524,1.92524;2.21887;1
-0.81077,0.0762273,0.0762273;-0.951547;0
-0.753262,-0.440723,-0.440723;-1.16659;1
0.451251,-0.0401351,-0.0401351;-0.684396;0
1.01301,-0.863077,-0.863077;2.96656;0
1.28712,1.52112,1.52112;3.31451;1
0.165314,1.01063,1.01063;0.554821;0
0.333189,0.964768,0.964768;-0.120568;1
0.172396,-1.73939,-1.73939;-0.506919;0
-0.723657,-0.180388,-0.180388;-0.00966276;1
-0.60052,-1.54582,-1.54582;0.714875;1
-0.696886,1.3898,1.3898;-0.127528;1
-0.944221,0.927667,0.927667;-1.27264;0
1.24205,1.43128,1.43128;1.82686;1
1.17347,-1.59182,-1.59182;-0.649405;0
0.175093,-1.29306,-1.29306;-0.992058;1
0.274659,1.89196,1.89196;1.159;1
-1.21146,1.02585,1.02585;-0.510749;1
0.110997,-0.921456,-0.921456;0.0923064;1
0.110546,-0.851647,-0.851647;1.58309;1
0.0177022,0.325441,0.325441;0.256804;0
-0.188495,0.557974,0.557974;2.23646;1
0.376032,-1.35249,-1.35249;-1.26112;1
1.64671,2.0516,2.0516;1.56708;0
0.352826,-1.45116,-1.45116;3.17865;0
-1.95269,-0.740937,-0.740937;-0.998762;0
0.0620279,-0.880718,-0.880718;-1.42245;1
2.08056,-0.00992172,-0.00992172;-0.170808;0
1.31676,-1.07909,-1.07909;1.84491;0
0.640997,0.104704,0.104704;0.268475;1
-0.414662,-0.0673782,-0.0673782;-1.41053;1
-0.369678,1.56587,1.56587;2.68091;1
-0.0485765,-1.45378,-1.45378;-3.42896;1
-0.406418,0.257893,0.257893;-0.213258;0
-1.01445,0.233406,0.233406;0.842875;1
-1.45964,0.127409,0.127409;-2.77805;1
0.482855,-0.761917,-0.761917;-1.60634;1
-1.12496,-0.723943,-0.723943;-1.27271;1
1.59003,-1.0076,-1.0076;-2.55663;1
0.107235,0.828524,0.828524;0.616399;1
-1.10827,0.511331,0.511331;0.432016;1
0.605601,-0.698937,-0.698937;0.0766353;1
0.731838,-0.138456,-0.138456;2.46059;0
-0.331527,-0.678837,-0.678837;0.417094;1
0.412978,0.245403,0.245403;0.979027;0
1.11063,-1.19526,-1.19526;3.35309;0
1.02221,0.835681,0.835681;1.73826;0
-0.757445,1.83718,1.83718;2.84759;1
0.945994,-0.619174,-0.619174;-2.75569;1
-1.10639,-0.235162,-0.235162;0.859505;1
-0.902076,-0.101245,-0.101245;-0.372107;0
-0.649941,1.24533,1.24533;-2.1468;0
-1.27052,-0.315558,-0.315558;-1.81435;0
0.48316,-0.593934,-0.593934;0.426841;1
1.77905,-0.538381,-0.538381;3.29575;0
-0.225045,0.502325,0.502325;-0.699097;1
-0.254563,-0.321133,-0.321133;-0.591718;1
0.580368,0.0637117,0.0637117;4.01382;0
0.375181,-0.64067,-0.64067;-1.68937;1
-0.937751,2.38414,2.38414;-0.0511321;0
-1.39844,-0.45139,-0.45139;0.521044;1
0.543148,-1.02512,-1.02512;-0.640886;0
0.814089,-0.531738,-0.531738;1.61757;0
0.545606,1.27453,1.27453;-1.09336;0
-0.4916,-0.669646,-0.669646;-1.79071;0
-1.03286,-0.624526,-0.624526;0.19882;1
0.485693,1.12859,1.12859;0.543448;0
2.0961,-1.13769,-1.13769;-2.37491;1
0.299575,-0.992863,-0.992863;-0.259315;1
-1.25036,0.515858,0.515858;-0.820086;0
-0.0927152,-0.418416,-0.418416;0.306737;1
-0.188113,0.863202,0.863202;-1.10689;0
-0.938282,0.398032,0.398032;-1.10077;0
-0.29762,0.129589,0.129589;-0.348087;0
-0.444426,-0.256712,-0.256712;-1.36697;1
0.773487,0.832627,0.832627;1.2022;1
-1.92944,0.141109,0.141109;-0.0902028;1
-0.517518,0.0792413,0.0792413;-2.02424;0
-1.3114,-0.912746,-0.912746;-0.0958944;1
-0.903233,-0.7767,-0.7767;-1.36637;0
0.916488,1.07547,1.07547;-0.838383;1
-0.391232,0.368122,0.368122;-0.523336;0
0.349611,-0.208105,-0.208105;0.590285;1
0.898389,1.22033,1.22033;0.166237;0
1.55671,0.45622,0.45622;-0.404173;1
-1.04299,0.697191,0.697191;-0.782339;0
0.347325,0.711643,0.711643;0.676378;0
0.935402,-0.240478,-0.240478;-1.37617;1
-0.698571,0.490899,0.490899;1.89099;1
1.09384,-0.647065,-0.647065;-0.742513;1
-0.429445,0.118627,0.118627;-0.233607;1
-0.182873,-0.481148,-0.481148;0.554944;0
-1.58693,0.540268,0.540268;0.514022;1
0.344942,0.494501,0.494501;-2.27418;1
0.147036,-1.16763,-1.16763;1.58759;0
-0.82406,-0.307463,-0.307463;0.0146943;1
-1.33754,0.811676,0.811676;0.0606745;0
0.0272785,0.217233,0.217233;0.0581604;1
-0.996498,0.898124,0.898124;0.85384;1
-1.14227,-0.717422,-0.717422;-1.1207;1
0.096933,-0.103821,-0.103821;-1.52334;0
-2.06619,-2.25826,-2.25826;-2.57048;0
0.381768,-1.10738,-1.10738;-0.573818;0
-0.523536,0.10244,0.10244;-2.35255;0
-1.37521,-0.0212715,-0.0212715;0.358876;0
-0.158112,-0.770453,-0.770453;1.32771;1
0.74983,-0.119759,-0.119759;-0.657431;1
0.875567,-0.445389,-0.445389;1.74127;0
-0.635566,0.744736,0.744736;0.0750148;1
1.64532,1.30513,1.30513;1.92739;0
1.42608,-0.542014,-0.542014;0.861445;0
0.897541,0.416463,0.416463;2.20092;0
0.334,-0.972133,-0.972133;-0.95046;1
1.05428,-0.749271,-0.749271;-0.576919;1
-0.870813,0.153785,0.153785;-1.32709;1
-1.32227,1.53894,1.53894;0.913644;0
0.780772,-1.69988,-1.69988;-1.99726;1
-0.212128,0.334151,0.334151;1.75121;0
0.817812,-0.378206,-0.378206;-1.13466;0
1.94022,-0.400092,-0.400092;-0.669644;1
0.96255,0.280896,0.280896;-2.47601;1
-0.745901,0.559557,0.559557;1.5017;1
0.00399927,0.92431,0.92431;0.172809;0
0.187546,-0.526585,-0.526585;-2.07629;1
0.781051,0.97005,0.97005;1.46553;1
0.44839,-0.1661,-0.1661;0.306661;0
-1.2861,0.856294,0.856294;-1.30431;0
0.0241013,1.09286,1.09286;0.103817;0
-0.280446,-1.1112,-1.1112;1.14263;1
1.13626,0.144491,0.144491;3.55859;0
-0.259495,-0.521636,-0.521636;-3.42781;1
-2.22828,-0.030234,-0.030234;-2.09609;0
-0.539564,1.00212,1.00212;1.31536;1
-0.560493,-2.63096,-2.63096;0.481697;0
-0.103531,0.233326,0.233326;1.50332;0
-1.03988,-0.410798,-0.410798;-0.134419;0
0.907712,-0.56519,-0.56519;0.851929;0
-0.0445626,-0.00965712,-0.00965712;-1.37518;0
-0.554225,1.18875,1.18875;-0.494729;1
1.50129,0.310352,0.310352;0.68439;0
0.269404,1.48583,1.48583;-0.879172;0
-0.755069,0.491475,0.491475;0.498798;1
0.256882,-0.369299,-0.369299;-0.537574;0
-0.572078,-0.80866,-0.80866;-0.757324;0
0.217563,0.553803,0.553803;-0.175212;0
-0.977564,0.894666,0.894666;1.0559;0
1.53312,0.925398,0.925398;2.55696;0
-0.337887,-0.49687,-0.49687;-0.642536;1
0.947063,0.161948,0.161948;-0.997633;0
0.673386,-2.33897,-2.33897;-0.284142;1
0.809953,-0.722641,-0.722641;1.14956;1
-2.01317,-0.75488,-0.75488;-1.0973;1
-0.247846,-0.276379,-0.276379;1.74857;1
1.20605,0.753333,0.753333;0.955303;1
-0.734813,1.38022,1.38022;0.972955;1
-0.793701,1.57159,1.57159;1.30061;1
-0.705191,0.201377,0.201377;-0.0935507;1
-0.708323,-0.399985,-0.399985;1.50496;1
-0.970551,-0.214113,-0.214113;-0.473792;0
0.522596,-1.90141,-1.90141;-1.91579;1
0.455423,-1.15527,-1.15527;-1.94356;1
0.234127,-0.424998,-0.424998;-0.253948;1
-0.337761,0.200282,0.200282;0.700031;0
1.27282,0.408378,0.408378;-0.264302;1
1.26938,0.0587003,0.0587003;1.75185;0
0.612745,0.852858,0.852858;1.11613;1
1.90949,0.226595,0.226595;2.56135;0
-0.535922,-1.57414,-1.57414;-1.16638;1
0.873225,0.874238,0.874238;2.26964;0
-1.74502,-0.597412,-0.597412;1.21449;1
1.64147,-0.00904982,-0.00904982;0.913846;0
0.294683,-0.57304,-0.57304;0.87973;0
-0.849388,-0.692598,-0.692598;-1.21073;1
-1.63093,-0.721272,-0.721272;-0.735231;0
0.261349,0.337471,0.337471;-0.827654;1
0.57989,-1.38105,-1.38105;-0.0169328;1
1.16401,1.4868,1.4868;3.49296;0
1.18555,-0.378378,-0.378378;0.493801;0
-1.52665,-1.69636,-1.69636;-0.906992;1
0.469757,0.639966,0.639966;1.29421;0
-0.982852,0.160285,0.160285;-2.97388;0
1.33505,-0.14535,-0.14535;-0.582803;0
0.545122,0.288961,0.288961;0.621206;1
-1.09613,1.23335,1.23335;1.18042;1
-0.652071,-0.0404657,-0.0404657;0.33229;1
1.42599,0.344657,0.344657;0.656836;0
0.74244,-0.654372,-0.654372;3.13731;0
-1.76717,-0.179191,-0.179191;-2.5084;0
-0.984904,2.52496,2.52496;3.35345;1
0.807362,0.0841474,0.0841474;1.23681;0
0.443809,1.39062,1.39062;0.499514;1
0.720948,-0.993475,-0.993475;-1.99228;1
0.528615,-0.253001,-0.253001;0.0360247;0
-1.01738,-0.465491,-0.465491;-2.26227;1
0.489175,-0.177515,-0.177515;-1.30242;0
0.241755,0.571402,0.571402;2.82548;1
0.199056,1.08523,1.08523;1.57592;1
0.485214,0.344442,0.344442;0.0819114;1
1.28067,-1.12008,-1.12008;-1.82538;1
0.294639,1.12293,1.12293;0.748157;1
2.04251,-1.1684,-1.1684;-0.92319;1
1.70045,-0.458216,-0.458216;-1.0235;1
1.94477,-1.51343,-1.51343;0.267366;0
0.399126,0.15716,0.15716;0.712117;0
1.72696,-1.53418,-1.53418;0.488017;0
-0.871229,0.639063,0.639063;-1.67491;1
-0.293054,-0.765416,-0.765416;-0.043701;0
2.36988,-0.34026,-0.34026;0.849241;0
-0.372232,-2.67469,-2.67469;-1.82816;1
-0.871588,1.7169,1.7169;-0.00298804;0
2.03834,-0.186334,-0.186334;2.61356;0
1.13008,1.42644,1.42644;-2.54171;0
0.00909493,0.573096,0.573096;-0.351286;0
0.709718,-0.0709358,-0.0709358;-0.491985;1
-0.316601,0.406177,0.406177;0.30884;1
1.31475,-0.336643,-0.336643;0.417033;1
-0.136899,0.27254,0.27254;-0.376972;1
0.232175,1.55818,1.55818;1.16492;0
0.544037,0.75192,0.75192;0.460672;0
-0.527589,-0.923887,-0.923887;-0.615889;1
0.626947,0.143403,0.143403;-1.24674;1
-1.13527,-0.209129,-0.209129;-1.43794;1
0.70637,-1.28746,-1.28746;1.00247;1
0.116913,-1.87699,-1.87699;1.00483;0
-2.28129,-0.884483,-0.884483;-1.80255;1
0.3156,0.52264,0.52264;-1.07651;1
-0.231427,0.772063,0.772063;0.581744;0
-1.21954,1.14665,1.14665;-3.01616;0
1.16793,0.860617,0.860617;-0.337456;1
-0.206748,-1.29509,-1.29509;-2.4206;1
0.0865326,-0.0873711,-0.0873711;0.615086;0
-1.05905,-1.22544,-1.22544;-1.04152;1
-1.52077,0.449171,0.449171;-1.19714;0
1.39267,-0.551281,-0.551281;1.98904;1
-1.66617,2.37781,2.37781;-2.59485;0
1.02268,1.03996,1.03996;0.0385559;1
-0.889336,0.029551,0.029551;1.12121;1
0.884205,-1.82643,-1.82643;0.681077;0
-0.494943,-0.672812,-0.672812;-1.2874;1
0.81553,0.706152,0.706152;1.05162;0
